iter	Passed	Remaining
243	460	1428
244	462	1425
245	463	1421
246	465	1418
247	466	1415
248	468	1412
249	470	1412
250	472	1409
251	473	1406
252	475	1403
253	476	1400
254	478	1397
255	479	1394
256	481	1391
257	483	1389
258	488	1396
259	524	1493
260	526	1491
261	529	1491
262	535	1500
263	537	1498
264	539	1497
265	545	1505
266	551	1513
267	553	1511
268	555	1509
269	557	1508
270	559	1506
271	599	1603
272	601	1601
273	603	1599
274	605	1597
275	608	1596
276	610	1594
277	613	1592
278	615	1590
279	617	1588
280	620	1588
281	623	1588
282	626	1587
283	635	1602
284	637	1600
285	639	1597
286	644	1600
287	646	1598
288	648	1596
289	651	1594
290	653	1592
291	655	1589
292	659	1590
293	661	1588
294	663	1586
295	666	1585
296	690	1633
297	692	1631
298	695	1629
299	697	1628
300	700	1625
301	702	1623
302	705	1623
303	708	1621
304	710	1619
305	713	1617
306	715	1614
307	721	1621
308	743	1662
309	745	1659
310	747	1656
311	749	1653
312	757	1663
313	760	1660
314	762	1657
315	764	1655
316	768	1656
317	771	1654
318	773	1651
319	775	1648
320	778	1645
321	780	1643
322	785	1647
323	788	1644
324	790	1641
325	792	1638
326	794	1634
327	797	1632
328	802	1635
329	803	1632
330	805	1628
331	807	1625
332	809	1621
333	813	1621
334	815	1617
335	816	1614
336	818	1610
337	820	1606
338	822	1603
339	824	1600
340	828	1600
341	838	1613
342	868	1663
343	872	1663
344	890	1690
345	897	1695
346	900	1695
347	903	1693
348	909	1696
349	911	1693
350	913	1689
351	936	1724
352	942	1727
353	944	1724
354	950	1726
355	953	1724
356	958	1727
357	962	1725
358	965	1723
359	968	1721
360	972	1720
361	975	1718
362	978	1716
363	982	1717
364	985	1714
365	988	1712
366	991	1709
367	993	1706
368	995	1702
369	997	1698
370	999	1694
371	1005	1696
372	1009	1696
373	1011	1692
374	1013	1689
375	1017	1688
376	1020	1685
377	1022	1683
378	1026	1682
379	1029	1679
380	1032	1676
381	1034	1674
382	1039	1674
383	1044	1675
384	1047	1673
385	1050	1671
386	1053	1668
387	1056	1665
388	1060	1666
389	1064	1664
390	1066	1661
391	1069	1659
392	1075	1661
393	1077	1657
394	1080	1655
395	1085	1655
396	1087	1652
397	1091	1651
398	1093	1647
399	1095	1643
400	1097	1640
401	1100	1636
402	1102	1632
403	1106	1632
404	1109	1630
405	1113	1628
406	1115	1625
407	1119	1624
408	1123	1623
409	1128	1623
410	1131	1621
411	1137	1623
412	1142	1624
413	1145	1621
414	1148	1619
415	1151	1616
416	1153	1613
417	1155	1609
418	1158	1606
419	1191	1645
420	1201	1652
421	1205	1651
422	1211	1651
423	1217	1653
424	1220	1651
425	1223	1649
426	1231	1653
427	1234	1650
428	1237	1647
429	1242	1647
430	1247	1647
431	1250	1643
432	1262	1652
433	1268	1654
434	1275	1657
435	1278	1653
436	1281	1650
437	1283	1647
438	1288	1646
439	1291	1643
440	1293	1639
441	1296	1636
442	1299	1633
443	1313	1644
444	1316	1642
445	1324	1644
446	1326	1640
447	1328	1637
448	1331	1634
449	1338	1635
450	1340	1631
451	1342	1627
452	1344	1623
453	1345	1618
454	1352	1619
455	1354	1615
456	1355	1611
457	1357	1606
458	1359	1601
459	1360	1597
460	1362	1592
461	1366	1591
462	1367	1586
463	1369	1581
464	1370	1577
465	1372	1572
466	1374	1568
467	1380	1569
468	1383	1566
469	1386	1563
470	1389	1561
471	1391	1556
472	1394	1553
473	1396	1550
474	1398	1545
475	1400	1541
476	1402	1537
477	1404	1533
478	1405	1528
479	1408	1526
480	1410	1521
481	1412	1517
482	1413	1513
483	1415	1508
484	1416	1504
485	1418	1500
486	1419	1495
487	1421	1491
488	1424	1488
489	1426	1484
490	1427	1480
491	1430	1477
492	1433	1473
493	1436	1471
494	1438	1467
495	1440	1463
496	1442	1460
497	1444	1456
498	1446	1452
499	1447	1447
500	1449	1443
501	1452	1440
502	1453	1436
503	1456	1433
504	1459	1430
505	1461	1426
506	1462	1422
507	1465	1419
508	1467	1415
509	1468	1411
510	1471	1408
511	1473	1404
512	1474	1399
513	1476	1395
514	1477	1391
515	1480	1389
516	1483	1385
517	1484	1381
518	1486	1377
519	1487	1373
520	1489	1369
521	1490	1365
522	1492	1361
523	1496	1359
524	1498	1355
525	1500	1351
526	1501	1347
527	1503	1343
528	1504	1339
529	1506	1335
530	1508	1331
531	1511	1329
532	1513	1326
533	1515	1322
534	1517	1318
535	1518	1314
536	1520	1310
537	1521	1306
538	1526	1305
539	1528	1301
540	1529	1297
541	1531	1293
542	1532	1289
543	1534	1285
544	1535	1282
545	1537	1278
546	1540	1275
547	1542	1271
548	1543	1268
549	1545	1264
550	1547	1260
551	1548	1256
552	1550	1253
553	1552	1249
554	1554	1246
555	1556	1243
556	1558	1239
557	1560	1236
558	1561	1232
559	1563	1228
560	1568	1227
561	1571	1225
562	1574	1221
563	1575	1218
564	1577	1214
565	1581	1212
566	1588	1212
567	1590	1209
568	1591	1205
569	1593	1202
570	1595	1198
571	1600	1197
572	1602	1194
573	1605	1191
574	1607	1188
575	1609	1184
576	1611	1181
577	1614	1179
578	1616	1175
579	1619	1172
580	1621	1169
581	1623	1165
582	1624	1162
583	1626	1158
584	1628	1155
585	1630	1151
586	1631	1148
587	1633	1144
588	1635	1141
589	1637	1137
590	1638	1134
591	1642	1132
592	1644	1128
593	1645	1124
594	1648	1122
595	1650	1118
596	1651	1114
597	1653	1111
598	1657	1109
599	1658	1105
600	1660	1102
601	1667	1102
602	1671	1100
603	1673	1097
604	1675	1093
605	1677	1090
606	1679	1087
607	1680	1083
608	1682	1080
609	1684	1076
610	1686	1073
611	1688	1070
612	1690	1067
613	1692	1063
614	1694	1060
615	1696	1057
616	1697	1053
617	1702	1052
618	1705	1049
619	1708	1047
620	1711	1044
621	1715	1042
622	1717	1039
623	1719	1035
624	1721	1032
625	1722	1029
626	1724	1025
627	1726	1022
628	1730	1020
629	1732	1017
630	1734	1014
631	1736	1011
632	1738	1007
633	1739	1004
634	1741	1000
635	1742	997
636	1745	994
637	1747	991
638	1748	987
639	1750	984
640	1751	981
641	1753	977
642	1754	974
643	1756	970
644	1758	967
645	1760	964
646	1761	961
647	1763	957
648	1764	954
649	1766	951
650	1767	947
651	1769	944
652	1770	941
653	1774	938
654	1776	935
655	1777	932
656	1779	928
657	1780	925
658	1782	922
659	1783	918
660	1785	915
661	1788	913
662	1790	909
663	1792	906
664	1793	903
665	1795	900
666	1796	897
667	1798	894
668	1800	890
669	1803	888
670	1805	885
671	1806	881
672	1808	878
673	1809	875
674	1811	872
675	1812	868
676	1814	865
677	1818	863
678	1820	860
679	1821	857
680	1823	854
681	1824	850
682	1826	847
683	1828	844
684	1833	843
685	1835	840
686	1836	836
687	1838	833
688	1839	830
689	1841	827
690	1843	824
691	1845	821
692	1847	818
693	1849	815
694	1851	812
695	1852	809
696	1854	806
697	1856	803
698	1858	800
699	1862	798
700	1864	795
701	1865	792
702	1867	788
703	1869	785
704	1870	782
705	1872	779
706	1873	776
707	1876	773
708	1878	770
709	1880	767
710	1881	764
711	1883	761
712	1885	758
713	1886	755
714	1888	752
715	1891	750
716	1892	747
717	1894	743
718	1895	740
719	1897	737
720	1899	734
721	1900	731
722	1902	728
723	1904	726
724	1906	723
725	1908	720
726	1909	717
727	1911	714
728	1912	711
729	1914	708
730	1915	705
731	1917	702
732	1920	699
733	1922	696
734	1923	693
735	1925	690
736	1927	687
737	1929	684
738	1930	681
739	1932	678
740	1935	676
741	1936	673
742	1938	670
743	1940	667
744	1941	664
745	1943	661
746	1944	658
747	1946	655
748	1948	653
749	1950	650
750	1953	647
751	1957	645
752	1958	642
753	1960	639
754	1962	636
755	1964	633
756	1966	631
757	1967	628
758	1969	625
759	1971	622
760	1973	619
761	1974	616
762	1976	614
763	1979	611
764	1981	608
765	1982	605
766	1984	602
767	1985	599
768	1987	596
769	1988	594
770	1990	591
771	1993	588
772	1995	585
773	1996	583
774	1998	580
775	1999	577
776	2001	574
777	2002	571
778	2004	568
779	2005	565
780	2008	563
781	2010	560
782	2011	557
783	2013	554
784	2014	551
785	2016	549
786	2017	546
787	2019	543
788	2022	540
789	2024	538
790	2025	535
791	2027	532
792	2029	529
793	2031	527
794	2032	524
795	2034	521
796	2037	519
797	2039	516
798	2041	513
799	2043	510
800	2044	507
801	2046	505
802	2047	502
803	2050	499
804	2052	497
805	2054	494
806	2055	491
807	2057	488
808	2059	486
809	2061	483
810	2063	480
811	2066	478
812	2068	475
813	2069	472
814	2071	470
815	2072	467
816	2074	464
817	2075	461
818	2077	459
819	2080	456
820	2082	454
821	2084	451
822	2086	448
823	2088	446
824	2090	443
825	2093	440
826	2095	438
827	2096	435
828	2098	432
829	2100	430
830	2101	427
831	2103	424
832	2105	422
833	2108	419
834	2110	416
835	2111	414
836	2113	411
837	2115	408
838	2116	406
839	2117	403
840	2119	400
841	2121	398
842	2124	395
843	2126	393
844	2128	390
845	2130	387
846	2132	385
847	2134	382
848	2138	380
849	2140	377
850	2142	375
851	2144	372
852	2145	369
853	2147	367
854	2148	364
855	2150	361
856	2153	359
857	2155	356
858	2157	354
859	2158	351
860	2160	348
861	2162	346
862	2164	343
863	2168	341
864	2170	338
865	2172	336
866	2174	333
867	2175	330
868	2177	328
869	2178	325
870	2180	322
871	2184	320
872	2185	317
873	2187	315
874	2188	312
875	2190	310
876	2191	307
877	2193	304
878	2194	302
879	2197	299
880	2199	297
881	2201	294
882	2202	291
883	2203	289
884	2205	286
885	2206	283
886	2208	281
887	2212	279
888	2214	276
889	2218	274
890	2220	271
891	2221	268
892	2223	266
893	2224	263
894	2227	261
895	2228	258
896	2230	256
897	2231	253
898	2233	250
899	2235	248
900	2236	245
901	2238	243
902	2241	240
903	2242	238
904	2244	235
905	2246	233
906	2248	230
907	2249	227
908	2251	225
909	2253	222
910	2255	220
911	2257	217
912	2258	215
913	2259	212
914	2261	210
915	2262	207
916	2264	204
917	2266	202
918	2269	200
919	2271	197
920	2272	194
921	2274	192
922	2275	189
923	2277	187
924	2278	184
925	2280	182
926	2282	179
927	2284	177
928	2285	174
929	2287	172
930	2288	169
931	2290	167
932	2292	164
933	2293	162
934	2295	159
935	2298	157
936	2300	154
937	2301	152
938	2303	149
939	2305	147
940	2306	144
941	2308	142
942	2309	139
943	2312	137
944	2314	134
945	2315	132
946	2317	129
947	2319	127
948	2320	124
949	2322	122
950	2323	119
951	2325	117
952	2327	114
953	2329	112
954	2331	109
955	2333	107
956	2335	104
957	2338	102
958	2342	100
959	2344	97
960	2346	95
961	2347	92
962	2349	90
963	2350	87
964	2352	85
965	2353	82
966	2356	80
967	2358	77
968	2359	75
969	2361	73
970	2362	70
971	2364	68
972	2365	65
973	2367	63
974	2368	60
975	2372	58
976	2374	55
977	2375	53
978	2376	50
979	2378	48
980	2380	46
981	2381	43
982	2383	41
983	2386	38
984	2388	36
985	2391	33
986	2392	31
987	2394	29
988	2395	26
989	2397	24
990	2400	21
991	2402	19
992	2404	16
993	2405	14
994	2407	12
995	2409	9
996	2410	7
997	2412	4
998	2415	2
999	2417	0
